frame_no,letter,magnitude,letter_yaw_component,letter_pitch_component,letter_roll_component,level,size,first_frame,last_frame,face_no,speaking,conf_part,fps
168,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
169,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
170,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
171,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
172,x,0.7858,-0.7591,-0.1151,-0.1673,1,2.016,170,174,1,0,1,25
173,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
174,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
175,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
176,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
177,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
178,u,1.3621,1.326,0.1928,0.2449,4,4.032,174,182,1,0,1,25
179,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
180,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
181,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
182,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
183,x,0.2988,-0.2887,0.0102,-0.0763,1,2.016,181,185,1,0,1,25
184,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
185,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
186,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
187,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
188,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
189,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
190,x,0.3945,-0.3861,-0.0783,-0.02,4,4.032,186,194,1,0,1,25
191,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
192,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
193,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
194,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
195,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
196,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
197,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
198,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
199,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
200,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
201,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
202,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
203,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
204,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
205,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
206,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
207,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
208,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
209,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
210,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
211,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
212,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
213,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
214,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
215,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
216,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
217,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
218,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
